run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
185,4.1763187,1.0237987,0.2875921,0.16109325,0.1115275,0.01809724,0.039540076,0.031722672,-0.007029039,0.9578669,0.8584602,0.7603989
186,4.4111699,0.9370185,0.3132743,0.3125452,0.1449906,0.0155859,0.149621888,0.071241217,-0.008394951,0.7730664,0.8928374,0.9895817
187,3.9086437,0.9539956,0.3021823,0.165766476,0.061827977,0.007099383,0.050933273,0.027540549,-0.003381718,0.9414834,0.9421563,0.9827736
188,3.9500599,0.8158842,0.2790401,0.172760218,0.051028249,0.007240329,0.073218867,0.041893685,-0.005756802,0.9618425,0.9956867,0.9977791
189,3.873932,1.018674,0.331811,0.26120863,0.10872688,0.01581287,0.075097095,0.013737824,0.001628818,0.9551159,0.5382617,0.9811652
190,4.0980514,0.9854712,0.2773695,0.08238904,0.06409966,0.01104147,0.07111486,0.024211897,-0.001753815,0.9973348,0.979457,0.9568452
191,3.5167239,0.8635936,0.2956665,0.21814787,0.10821946,0.01266614,0.145057274,0.029562059,0.001316029,0.989614,0.8573479,0.9942249
192,3.9834671,0.9188249,0.3015606,0.150749821,0.053226727,0.006588622,0.140744876,0.040951982,-0.004063759,0.993397,0.9842635,0.9684459
193,4.2224711,0.8884196,0.3498543,0.3164618,0.09951637,0.01112929,0.081815977,-0.009630599,0.002365986,0.9302459,0.8940326,0.9011175
194,3.9627439,0.8744045,0.3421031,0.157325831,0.049207116,0.006986566,-0.009107712,-0.016142078,0.002345009,0.9912041,0.9668495,0.9957894
195,3.8702938,1.0014694,0.3374521,0.198636641,0.054423558,0.006210274,-0.148143017,-0.048200718,0.004952217,0.7474661,0.9987164,0.9960994
196,4.0066701,1.1366386,0.3210304,0.2856471,0.17976653,0.02596761,0.044439472,0.035443812,-0.004064643,0.8102623,0.6840854,0.9317932
197,3.8140739,0.9556153,0.3156304,0.143035227,0.058128725,0.008562655,0.010339049,0.023983804,-0.004245668,0.8506191,0.8936226,0.9804597
198,3.8940028,0.9575305,0.3096312,0.28223363,0.11383193,0.01216105,0.157323297,0.072124104,-0.006226906,0.8969556,0.9947781,0.9912753
199,4.5155632,1.0580412,0.3431735,0.3638717,0.1427812,0.0172687,0.29187201,0.11503308,-0.01427317,0.9526812,0.9153641,0.9977127
200,4.4157358,0.9318842,0.3158624,0.274514448,0.083397109,0.009500305,0.060290025,0.002502952,-0.001522792,0.8280516,0.9646355,0.9670425
