run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
188,4.6569552,1.6468901,0.2725575,2.499388,2.661968,0.170462,0.71698808,0.70490941,-0.04028521,0.4000245,0.26994,0.4370779
189,4.4654141,1.6675593,0.2774487,2.2206508,3.2710333,0.2286305,2.2206508,3.2710333,0.2286305,0.28082607,0.03012713,0.19784388
190,4.4665814,1.8190588,0.2752629,2.5820849,3.8688052,0.2534019,0.45500806,0.90722319,-0.04813205,0.3025516,0.2032406,0.1072068
191,4.1907093,1.6845088,0.2689476,2.3687373,3.7608698,0.2716741,0.34144569,0.80996976,-0.04602187,0.2046107,0.1182656,0.1678505
192,4.5658721,1.8743267,0.2903042,3.0706429,5.2413232,0.2423427,0.7033961,0.95212927,-0.03285374,0.31714372,0.02809417,0.23512042
193,4.8762887,2.5140697,0.2249859,3.5613348,5.7362413,0.3366261,0.9580214,1.6266791,-0.0910471,0.239045,0.2079675,0.1534688
194,5.1580232,2.4011463,0.2302732,3.2622437,5.3165774,0.3590115,1.16265773,1.50688267,-0.09393217,0.39333559,0.09196154,0.22927964
195,4.389229,1.608107,0.285472,2.7066921,3.9427242,0.2080835,0.46177136,0.66984502,-0.02530199,0.29951383,-0.09472121,0.22081626
196,4.8645556,2.6841569,0.2077187,2.9165978,6.2862414,0.4564064,0.9175993,1.7537049,-0.1199814,0.26737401,0.08198642,0.08792549
197,4.5667963,2.0852132,0.2808387,2.9726862,5.2249062,0.2801243,0.68852869,1.16993286,-0.05214103,0.27730262,0.13652845,0.08171046
198,4.4079387,1.8725803,0.2754257,2.7932276,4.4264343,0.2711524,0.45412208,0.92360129,-0.04235272,0.25799538,0.03115411,0.38586553
199,4.2890292,1.3468555,0.3036929,2.050596,2.778542,0.156803,0.26022613,0.38967434,-0.01273763,0.4222989,0.1579595,0.2924905
200,4.1804988,1.2109935,0.3066942,1.6115742,1.4582051,0.1387991,0.26580864,0.30010281,-0.01541728,0.4014022,-0.0428093,0.4299096
