run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
187,4.1697803,1.331233,0.3046693,2.1476765,1.8005464,0.1321237,0.41146156,0.43287459,-0.02114938,0.69036679,0.00751356,0.18822065
188,4.4966141,1.3468327,0.2919917,2.1179042,1.4722239,0.1359792,0.54274628,0.39150552,-0.02395074,0.16496781,0.09718892,0.50105307
189,3.5694639,0.8480963,0.3176324,1.48927408,0.76831381,0.07104337,-0.228518681,-0.002354174,0.017303867,0.3187151,0.333632,0.601486
190,4.128481,2.099367,0.246485,3.0116983,5.4438537,0.3747022,0.38977963,1.2490676,-0.06544838,-0.08168589,0.15830208,0.41641307
191,4.7990204,2.3278523,0.2219201,2.9818459,3.5650653,0.2685899,0.82975299,1.38959183,-0.09231725,0.50680172,0.08302534,0.27449812
192,4.4028693,1.4372442,0.2840817,1.9838694,1.6851807,0.1651546,0.62588293,0.50480404,-0.02916084,0.51476973,0.26809303,0.05944368
193,4.8840327,1.9832893,0.2423686,2.5669802,4.6537027,0.3133075,0.73885895,1.14723735,-0.07054338,0.16152751,0.05779847,0.19802203
194,4.5945305,1.7412925,0.2989119,3.1114904,3.7786701,0.2111739,0.5924291,0.8309024,-0.0246554,0.19323387,-0.27254802,-0.09716675
195,4.3696549,1.0715407,0.3292936,1.62936584,0.61442187,0.06774041,0.184545511,0.100212323,-0.001648579,0.262476,0.2312948,0.59593
196,4.7484846,3.0616298,0.2078006,4.2299984,7.0091488,0.4531705,1.1507569,2.0933855,-0.1071348,0.261396833,-0.007601008,-0.04325735
197,4.195774,0.9919909,0.3166472,1.71716081,0.66107862,0.07484794,0.02669522,0.02528919,0.01100772,0.6230226,-0.2331699,0.4961156
198,4.774387,2.491932,0.252238,3.7195335,5.8721099,0.3012273,0.8035463,1.55601414,-0.07708375,0.41334357,-0.08043233,0.60347914
199,4.375335,2.076949,0.2634741,3.5093274,5.2552056,0.2569974,0.44853787,1.19435106,-0.05288248,0.1037893,-0.1811531,0.2662704
200,4.0982317,2.0162005,0.2503017,2.1743639,4.6531772,0.3714133,0.23176999,1.07655357,-0.07710311,0.2636417,0.4500817,-0.3176077
