run,meanGamma,meanAlpha,meanTheta,RMSDGamma,RMSDAlpha,RMSDTheta,biasGamma,biasAlpha,biasTheta,corGamma,corAlpha,corTheta
186,3.8633289,0.9039684,0.2989133,0.49512315,0.20861327,0.03002803,-0.128000567,-0.042471784,0.003095299,0.8148328,0.5726853,0.7935193
187,4.0641496,0.9177138,0.3023227,0.54044258,0.23989049,0.02817697,0.158551887,0.038964265,0.000654699,0.8387653,0.5827278,0.8041936
188,3.5342563,0.8399934,0.3255622,0.55876814,0.19434736,0.02927878,-0.134304258,-0.048266027,0.003957043,0.8114635,0.5696969,0.8583136
189,3.5334462,0.9693107,0.3120429,0.5799334,0.30829405,0.04568955,-0.016914291,0.053872051,-0.008601737,0.7131384,0.5248009,0.6933119
190,3.9038852,0.8865906,0.3301347,0.53178333,0.21812542,0.03169131,0.004529547,-0.00553054,0.004169723,0.8429765,0.370826,0.7448016
191,3.632585,0.8408847,0.3418257,0.45550186,0.17831123,0.02503861,-0.132627071,-0.040172649,0.005648919,0.8297485,0.3438172,0.8769958
192,4.1334129,1.1068869,0.3056743,1.03857065,0.46902313,0.04872846,0.291354077,0.124408345,-0.004052729,0.7700287,0.5008538,0.5715256
193,4.1593728,1.0273441,0.3137985,0.82260135,0.38530112,0.04224224,0.165553656,0.103674526,-0.007184938,0.6189651,0.6014653,0.7490971
194,3.5915722,0.8788315,0.3201706,0.56239964,0.19938094,0.02481795,0.063894574,-0.000990574,0.002921936,0.8502028,0.6403697,0.8640551
195,3.8992745,0.8781089,0.3192883,0.35411769,0.16290927,0.02642199,-0.080459558,-0.058543663,0.007327412,0.9075975,0.6831185,0.8998686
196,4.325137,0.9850109,0.3184078,0.49315357,0.24170048,0.02948606,0.109668829,0.022118475,0.001193242,0.7751352,0.4749723,0.9145956
197,3.9388543,0.9948944,0.3240404,0.5688893,0.2477229,0.0305029,0.156339545,0.006894481,0.001579523,0.8692646,0.3288766,0.9045635
198,3.8923382,0.9510115,0.3249616,0.51184526,0.25269786,0.03111393,0.018529183,0.007933233,0.002077291,0.8860766,0.7367504,0.8835167
199,3.6927052,0.8467439,0.3243062,0.71372533,0.25499358,0.03322592,-0.133417056,-0.050791173,0.008076855,0.61245205,0.07060893,0.84984448
200,3.7854791,1.0400193,0.3087367,0.68150183,0.54929955,0.06490485,0.110159747,0.111609326,-0.005658599,0.8520914,0.7326442,0.4120286
